Format Version,1.23,Take Name,circum_21_10_2023,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-10-21 11.48.30.571 AM,Total Frames in Take,955,Total Exported Frames,955,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
247,2.058333,77.030632,53.400738,54.544189,16.227245,179.924744,76.792419,0.141082,-100.767090,275.463928,59.968048,0.956733,-99.742790,259.524170,147.687210,0.938499,-96.904236,277.830719,94.240372,0.973690,-115.677521,250.073792,90.897713,0.923433,-72.918098,304.406586,100.152039,0.962993,16.380068,179.871033,76.762611,0.000000,-100.918343,275.531799,59.918354,-99.706268,259.708679,147.845779,-96.937691,277.748352,94.296677,-115.619553,249.948837,90.624161,-72.827820,304.361542,100.260361,,,,,,
248,2.066667,76.982788,53.375935,54.305275,15.704028,179.451050,75.682365,0.126118,-101.235847,275.034363,58.730362,0.956733,-100.022888,259.460510,146.512833,0.938499,-97.290909,277.540619,92.983437,0.973690,-116.099037,249.788467,89.800552,0.923433,-73.265144,304.117279,98.728104,0.962993,15.856728,179.397064,75.652428,0.000000,-101.393661,275.180908,58.714153,-99.992401,259.698547,146.659836,-97.311432,277.418610,93.046837,-116.025803,249.617432,89.515022,-73.190758,304.025726,98.819664,,,,,,
249,2.075000,76.764809,53.353226,54.187420,15.223347,178.948257,74.723495,0.111639,-101.671944,274.515747,57.379375,0.942243,-100.372116,259.420105,145.244125,0.933068,-97.687431,277.206146,91.613884,0.967895,-116.517403,249.449600,88.603210,0.913203,-73.637741,303.797729,97.186974,0.965204,15.375978,178.893997,74.693687,0.000000,-101.825920,274.686920,57.398483,-100.363548,259.646088,145.387421,-97.718292,277.089386,91.657463,-116.442619,249.241760,88.335365,-73.536201,303.725433,97.248894,,,,,,
250,2.083333,76.400566,53.375233,54.109924,14.760867,178.457825,73.916443,0.108787,-102.167641,273.872192,55.963806,0.942243,-100.788216,259.431183,143.937286,0.933068,-98.153748,276.818054,90.173843,0.967895,-116.981071,249.036438,87.386292,0.913203,-74.104233,303.454773,95.527809,0.965204,14.913482,178.403397,73.886902,0.000000,-102.317772,274.022827,55.994476,-100.776482,259.648926,144.067215,-98.172699,276.681519,90.220375,-116.915039,248.859406,87.117584,-74.012955,303.399933,95.589287,,,,,,
251,2.091667,75.992805,53.394600,54.051559,14.239825,177.968735,73.144638,0.106453,-102.718422,273.216553,54.514019,0.951612,-101.277359,259.474213,142.598373,0.936401,-98.682152,276.434479,88.696915,0.958107,-117.506172,248.628189,86.142532,0.925440,-74.634003,303.117157,93.823227,0.974116,14.392431,177.914093,73.115433,0.000000,-102.842972,273.358276,54.556980,-101.247635,259.686798,142.734894,-98.695404,276.269135,88.720688,-117.447624,248.505386,85.877106,-74.584351,303.050903,93.885384,,,,,,
252,2.100000,75.656349,53.492535,54.005295,13.888895,177.635422,72.309402,0.106202,-103.232460,272.579834,53.162258,0.951612,-101.692696,259.414490,141.333008,0.936401,-99.171074,276.026855,87.319839,0.958107,-117.954445,248.175598,84.963554,0.925440,-75.159622,302.779327,92.250656,0.974116,14.041559,177.580826,72.280411,0.000000,-103.351379,272.747833,53.209358,-101.670097,259.633026,141.474899,-99.220078,275.902069,87.358444,-117.892349,247.987564,84.693344,-75.076508,302.705597,92.293182,,,,,,
253,2.108333,75.636810,53.516762,53.704571,13.426065,177.185043,71.182426,0.117477,-103.720726,272.084656,51.968918,0.946161,-101.909714,259.320923,140.193558,0.928957,-99.551231,275.685852,86.097534,0.966013,-118.351814,247.831131,83.927086,0.911546,-75.514908,302.451599,90.831161,0.968802,13.578618,177.130249,71.153214,0.000000,-103.839439,272.259216,52.011551,-101.876564,259.552429,140.354996,-99.596756,275.561493,86.128128,-118.299225,247.631409,83.639816,-75.436462,302.369995,90.883629,,,,,,
254,2.116667,75.586960,53.459709,53.459888,12.906305,176.650528,70.138031,0.110429,-104.131653,271.654022,50.775219,0.946161,-102.145355,259.266937,139.049774,0.928957,-99.880775,275.395264,84.878731,0.966013,-118.730431,247.561615,82.869743,0.911546,-75.791458,302.142609,89.443970,0.968802,13.058705,176.595367,70.108711,0.000000,-104.265343,271.835876,50.820103,-102.129013,259.493134,139.199249,-99.908012,275.238251,84.891632,-118.657639,247.387802,82.610031,-75.719635,302.065460,89.496246,,,,,,
255,2.125000,75.306847,53.478378,53.324757,12.530237,176.203522,69.300980,0.112531,-104.532417,271.078400,49.462730,0.935980,-102.419334,259.290405,137.816330,0.925658,-100.232285,275.050781,83.533913,0.958120,-119.085732,247.204926,81.740959,0.912559,-76.135559,301.827484,87.882889,0.968476,12.682593,176.148163,69.271820,0.000000,-104.674240,271.289368,49.493629,-102.404297,259.537140,137.981628,-100.254387,274.886597,83.558792,-119.014420,246.996887,81.468987,-76.058060,301.741974,87.933708,,,,,,
256,2.133333,74.677574,53.613316,53.486012,12.299791,175.941025,68.831207,0.111353,-104.998680,270.321533,48.050060,0.940124,-102.943596,259.309967,136.505157,0.932307,-100.743958,274.602417,82.089569,0.961525,-119.520203,246.690964,80.520767,0.917395,-76.724129,301.481262,86.228798,0.970210,12.452326,175.885834,68.802673,0.000000,-105.133194,270.512146,48.104351,-102.932610,259.539429,136.648499,-100.772995,274.451660,82.100502,-119.449402,246.494690,80.264557,-76.642609,301.408478,86.276291,,,,,,
257,2.141667,74.137970,53.756054,53.574696,12.017883,175.746933,68.289940,0.113007,-105.525162,269.643707,46.714577,0.940124,-103.460793,259.360657,135.257095,0.932307,-101.289406,274.213806,80.718826,0.961525,-119.991417,246.240860,79.374344,0.917395,-77.341682,301.189056,84.643173,0.970210,12.170570,175.691910,68.261902,0.000000,-105.656639,269.830353,46.779881,-103.448692,259.591248,135.392227,-101.329689,274.060638,80.742500,-119.912140,246.053726,79.109909,-77.261368,301.112274,84.683472,,,,,,
258,2.150000,74.054779,53.759693,53.410004,11.583469,175.422394,67.379539,0.119100,-105.957375,269.285126,45.644360,0.938427,-103.750816,259.335144,134.221497,0.929016,-101.663597,273.981628,79.624084,0.963913,-120.379036,246.011429,78.415985,0.911928,-77.698593,300.961731,83.407150,0.969517,11.736088,175.367203,67.351456,0.000000,-106.075325,269.491150,45.709949,-103.734734,259.568604,134.382278,-101.706421,273.846069,79.649040,-120.306664,245.802872,78.141449,-77.626282,300.866302,83.430206,,,,,,
259,2.158333,74.252533,53.586357,53.051437,10.991394,174.884064,66.289459,0.116782,-106.239738,269.172791,44.726349,0.938427,-103.829224,259.354645,133.312881,0.929016,-101.834373,273.906281,78.686668,0.963913,-120.662567,246.007889,77.574409,0.911928,-77.753494,300.798065,82.361061,0.969517,11.143717,174.828232,66.261047,0.000000,-106.329933,269.389038,44.787300,-103.804108,259.582123,133.468079,-101.890991,273.766388,78.700691,-120.603271,245.802567,77.324615,-77.691170,300.699402,82.380684,,,,,,
260,2.166667,74.085304,53.512432,52.883373,10.602482,174.464737,65.493271,0.121653,-106.495506,268.839905,43.587440,0.939187,-103.984062,259.485229,132.221313,0.927954,-102.036911,273.744934,77.516449,0.960403,-120.914330,245.873474,76.576355,0.918191,-77.905144,300.614258,81.017029,0.969070,10.754670,174.408478,65.464943,0.000000,-106.575851,269.060699,43.650375,-103.948387,259.719757,132.384918,-102.086380,273.595398,77.533020,-120.857796,245.684174,76.315483,-77.867500,300.497772,81.034874,,,,,,
261,2.175000,73.381538,53.640675,53.048420,10.415308,174.327560,65.192345,0.123393,-106.907211,268.171143,42.229763,0.939187,-104.462364,259.706665,130.954926,0.927954,-102.496368,273.425720,76.112648,0.960403,-121.299660,245.496674,75.431458,0.918191,-78.438766,300.392029,79.369453,0.969070,10.567673,174.271439,65.164726,0.000000,-106.976608,268.446381,42.323898,-104.437302,259.958740,131.106369,-102.545723,273.266174,76.127441,-121.230949,245.278915,75.180977,-78.413803,300.242004,79.359589,,,,,,
262,2.183333,73.077530,53.804840,52.998486,10.134988,174.351639,64.385895,0.167822,-107.461029,267.751282,41.015862,0.877126,-104.877724,259.826569,129.786942,0.917129,-103.019394,273.220795,74.860695,0.940159,-121.750900,245.239563,74.372261,0.896535,-79.027672,300.268433,77.923492,0.948776,10.287461,174.295746,64.358414,0.000000,-107.527390,268.193420,41.219990,-104.906807,260.115936,129.946045,-103.073837,272.990112,74.827393,-121.655762,244.909912,74.140823,-78.973137,300.097229,77.825043,,,,,,
263,2.191667,73.050613,53.747200,52.757160,9.681002,174.010666,63.555180,0.153012,-107.806221,267.518005,40.069149,0.877126,-105.050636,259.932220,128.864670,0.917129,-103.284615,273.110840,73.883232,0.940159,-122.064186,245.159637,73.542114,0.896535,-79.241058,300.129517,76.791328,0.948776,9.833323,173.954391,63.527607,0.000000,-107.891968,267.949310,40.243942,-105.083313,260.222778,129.024063,-103.307419,272.847137,73.861443,-121.959496,244.868942,73.314232,-79.204567,299.962036,76.706703,,,,,,
264,2.200000,73.354889,53.603352,52.276585,9.161234,173.652664,62.495014,0.159308,-108.060173,267.576843,39.346428,0.910508,-104.975555,260.108307,128.141052,0.934263,-103.380783,273.200897,73.133842,0.924068,-122.268677,245.321594,72.909042,0.875370,-79.222214,300.131134,75.905754,0.922935,9.313226,173.595764,62.466908,0.000000,-108.081146,267.899323,39.500374,-104.974472,260.355927,128.229477,-103.585739,273.252014,73.352081,-122.143280,244.945404,72.606918,-79.122910,299.886108,75.747269,,,,,,
265,2.208333,73.702217,53.334557,51.705456,8.573905,172.963898,61.354797,0.148861,-108.165085,267.566376,38.532612,0.910508,-104.739014,260.250702,127.327454,0.934263,-103.303574,273.226776,72.288246,0.924068,-122.364120,245.464432,72.200371,0.875370,-78.967247,300.012360,74.902115,0.922935,8.725419,172.906021,61.326138,0.000000,-108.203751,267.878265,38.665421,-104.742325,260.497803,127.414764,-103.506027,273.287384,72.497276,-122.218803,245.099625,71.910263,-78.868141,299.757568,74.762886,,,,,,
266,2.216667,73.938072,53.099121,51.226414,8.115828,172.293152,60.291721,0.147355,-108.199600,267.459412,37.651619,0.914588,-104.486748,260.353729,126.451981,0.935635,-103.184090,273.180420,71.374481,0.929507,-122.392715,245.520279,71.428177,0.882122,-78.695747,299.842194,73.829994,0.926962,8.266925,172.234406,60.262661,0.000000,-108.208138,267.773193,37.786549,-104.475288,260.593994,126.543861,-103.383972,273.231628,71.566704,-122.283043,245.156372,71.149139,-78.608383,299.601013,73.690155,,,,,,
267,2.225000,74.066284,52.979160,50.806770,7.794663,171.741028,59.220959,0.144078,-108.295883,267.200531,36.661186,0.914588,-104.280777,260.403351,125.472549,0.935635,-103.138535,273.026947,70.344574,0.929507,-122.435791,245.429398,70.568542,0.882122,-78.555641,299.618073,72.614143,0.926962,7.945462,171.681671,59.191559,0.000000,-108.327286,267.508820,36.782448,-104.271278,260.652405,125.574585,-103.324020,273.083618,70.531197,-122.320755,245.057678,70.280525,-78.463409,299.375671,72.492210,,,,,,
268,2.233333,74.051773,52.879074,50.486256,7.465295,171.205582,58.245510,0.137106,-108.438751,266.860596,35.555477,0.912855,-104.195450,260.471680,124.386551,0.933411,-103.173042,272.832275,69.196655,0.936248,-122.541260,245.286575,69.604073,0.880829,-78.514915,299.369446,71.272888,0.930615,7.615858,171.145691,58.215977,0.000000,-108.473900,267.184998,35.678112,-104.196114,260.721008,124.480263,-103.353127,272.860992,69.374901,-122.426476,244.910660,69.334358,-78.413841,299.143158,71.147964,,,,,,
269,2.241667,73.910370,52.843628,50.193848,7.160976,170.707138,57.340054,0.129656,-108.668594,266.380310,34.348099,0.912855,-104.186157,260.565765,123.206871,0.933411,-103.300285,272.563965,67.934700,0.936248,-122.706818,245.049728,68.576172,0.880829,-78.598381,299.078278,69.768692,0.930615,7.311370,170.646851,57.310493,0.000000,-108.712135,266.711792,34.462692,-104.192245,260.816162,123.312057,-103.470459,272.572693,68.106308,-122.589409,244.677719,68.309296,-78.496155,298.859833,69.643974,,,,,,
270,2.250000,73.803101,52.718441,49.861607,6.672964,170.061829,56.399971,0.121696,-108.926102,265.940491,33.106014,0.919756,-104.215240,260.688568,121.987991,0.939083,-103.445801,272.325287,66.636848,0.940797,-122.934715,244.875732,67.510384,0.900967,-78.657745,298.774658,68.230629,0.939197,6.823089,170.000885,56.370388,0.000000,-108.913498,266.242310,33.214622,-104.191475,260.912140,122.081978,-103.616196,272.305023,66.800072,-122.858177,244.572937,67.266731,-78.600250,298.572449,68.108391,,,,,,
271,2.258333,73.542839,52.771503,49.671967,6.552912,169.757523,55.552353,0.146476,-109.128662,265.429810,31.823490,0.916439,-104.222115,260.817413,120.730354,0.935039,-103.577324,272.056793,65.295593,0.936744,-123.055153,244.608047,66.408669,0.881753,-78.794685,298.524841,66.645386,0.934128,6.702992,169.696411,55.522877,0.000000,-109.150993,265.732910,31.962563,-104.207657,261.061798,120.817574,-103.780754,272.102295,65.439041,-122.954926,244.230515,66.141991,-78.683784,298.309204,66.542313,,,,,,
272,2.266667,73.388466,52.710384,49.390865,6.194167,169.248352,54.563919,0.136530,-109.369415,264.978912,30.497635,0.916439,-104.244759,260.943939,119.420273,0.935039,-103.720444,271.816162,63.911064,0.936744,-123.246353,244.411942,65.254738,0.881753,-78.885246,298.245972,65.023201,0.934128,6.344058,169.186768,54.534470,0.000000,-109.403732,265.275787,30.643145,-104.249153,261.168610,119.505058,-103.888763,271.845947,64.036476,-123.139664,244.062515,65.010025,-78.784775,298.044098,64.912277,,,,,,
273,2.275000,73.298424,52.656677,48.990719,5.814507,168.708740,53.514145,0.144545,-109.638489,264.510834,29.202930,0.918306,-104.184898,261.098358,118.132080,0.936376,-103.848412,271.573853,62.545174,0.943818,-123.426559,244.221451,64.157974,0.884470,-78.953789,297.958069,63.374958,0.940153,5.964156,168.646637,53.484570,0.000000,-109.674278,264.804718,29.341267,-104.177948,261.334076,118.227798,-104.036079,271.595062,62.666969,-123.336456,243.849579,63.898846,-78.827438,297.779297,63.278118,,,,,,
274,2.283333,73.199738,52.611298,48.644062,5.539425,168.208740,52.483814,0.165566,-109.819809,264.060913,27.926207,0.918306,-104.079498,261.219055,116.857368,0.936376,-103.907204,271.330841,61.202404,0.943818,-123.529274,244.025345,63.058151,0.884470,-78.962379,297.674347,61.778076,0.940153,5.688862,168.146149,52.454155,0.000000,-109.865974,264.366699,28.078363,-104.068375,261.475250,116.943359,-104.105789,271.336639,61.298149,-123.456749,243.610291,62.797279,-78.801338,297.521698,61.705044,,,,,,
275,2.291667,73.125130,52.711121,48.352573,5.458579,168.076248,51.318878,0.156243,-110.059875,263.707489,26.648529,0.934567,-104.010033,261.345703,115.573219,0.940826,-104.037987,271.159790,59.864731,0.952448,-123.632149,243.849655,61.934292,0.895088,-79.111954,297.525116,60.213261,0.948913,5.607962,168.013611,51.289032,0.000000,-110.143768,263.920746,26.774876,-103.992851,261.574890,115.629723,-104.207253,271.088501,59.914066,-123.599060,243.503082,61.700012,-78.909065,297.500580,60.215321,,,,,,
276,2.300000,72.938988,52.660782,48.052723,5.178519,167.542542,50.382450,0.153624,-110.240067,263.193420,25.324038,0.934567,-103.946815,261.479797,114.246696,0.940826,-104.112656,270.880951,58.467274,0.952448,-123.748909,243.621704,60.793530,0.895088,-79.139496,297.203735,58.551247,0.948913,5.327708,167.479446,50.352657,0.000000,-110.301308,263.392761,25.435781,-103.916504,261.697205,114.304260,-104.256012,270.796906,58.536446,-123.758507,243.290573,60.561546,-78.955719,297.202423,58.544617,,,,,,
277,2.308333,72.696556,52.695972,47.851597,5.055986,167.190475,49.464504,0.163139,-110.414558,262.668793,23.990652,0.936663,-103.924416,261.579346,112.908974,0.939368,-104.213486,270.588531,57.065418,0.954248,-123.845467,243.347290,59.626549,0.889313,-79.239296,296.910034,56.909229,0.949090,5.205107,167.127151,49.434830,0.000000,-110.481995,262.880157,24.112986,-103.892189,261.811890,112.969841,-104.384827,270.546570,57.114208,-123.840706,242.972961,59.390163,-79.037552,296.882751,56.913677,,,,,,
278,2.316667,72.648010,52.649429,47.489964,4.748762,166.687088,48.400738,0.148430,-110.626015,262.236542,22.760351,0.936663,-103.834167,261.655914,111.660927,0.939368,-104.296883,270.338074,55.766766,0.954248,-123.971863,243.150208,58.554569,0.889313,-79.273277,296.610107,55.371017,0.949090,4.897660,166.623306,48.370922,0.000000,-110.697853,262.455963,22.867140,-103.811089,261.883911,111.721809,-104.436813,270.264557,55.828419,-123.960777,242.806274,58.330677,-79.095825,296.580475,55.365623,,,,,,
279,2.325000,72.735733,52.564026,47.106533,4.407897,166.158051,47.203537,0.160153,-110.803177,261.913940,21.597212,0.938670,-103.706970,261.651642,110.475540,0.940587,-104.339241,270.123535,54.550770,0.957191,-124.075829,242.998398,57.509129,0.893578,-79.248253,296.327759,53.969585,0.950150,4.556524,166.093765,47.173454,0.000000,-110.875488,262.119415,21.710083,-103.675392,261.881042,110.528900,-104.484344,270.049042,54.602871,-124.089256,242.638474,57.282265,-79.049026,296.327393,53.977993,,,,,,
280,2.333333,72.805740,52.579578,46.723122,4.318155,165.805786,45.988934,0.160109,-110.903801,261.565979,20.447580,0.938670,-103.455315,261.660400,109.297417,0.940587,-104.301483,269.904144,53.341370,0.957191,-124.051605,242.810135,56.488934,0.893578,-79.188446,296.081848,52.553486,0.950150,4.466601,165.741241,45.958527,0.000000,-110.982895,261.787689,20.560970,-103.433525,261.891357,109.369392,-104.433617,269.833252,53.393921,-124.062126,242.434204,56.259510,-78.988365,296.075745,52.544968,,,,,,
281,2.341667,73.008286,52.361485,46.174732,3.761768,165.016312,44.731567,0.146198,-111.059776,261.288757,19.313183,0.944126,-103.214264,261.702484,108.127907,0.945347,-104.266212,269.724304,52.143135,0.961272,-124.146568,242.749542,55.488590,0.909263,-79.017448,295.763611,51.137199,0.961716,3.909729,164.950836,44.700764,0.000000,-111.100708,261.477814,19.425104,-103.169304,261.908295,108.186409,-104.389282,269.631958,52.160919,-124.180153,242.448807,55.288193,-78.864815,295.761780,51.149452,,,,,,
282,2.350000,73.046486,52.367771,45.818760,3.698505,164.650635,43.537891,0.147468,-111.119545,260.930115,18.130316,0.944126,-102.948372,261.713470,106.913177,0.945347,-104.197395,269.498291,50.898994,0.961272,-124.092171,242.558075,54.431915,0.909263,-78.926582,295.507538,49.689915,0.961716,3.846288,164.584885,43.506828,0.000000,-111.185585,261.145630,18.245201,-102.918404,261.938660,106.972252,-104.327713,269.421661,50.928799,-124.089836,242.227234,54.221077,-78.762604,295.474396,49.697048,,,,,,
283,2.358333,73.094879,52.275135,45.454071,3.542155,164.132263,42.324432,0.149658,-111.100288,260.612579,16.885731,0.935717,-102.637947,261.745880,105.637527,0.939951,-104.048576,269.299316,49.595516,0.961936,-124.003677,242.427689,53.306038,0.896642,-78.712402,295.235321,48.195255,0.953236,3.689659,164.065994,42.293159,0.000000,-111.174492,260.835175,16.990904,-102.611916,261.974762,105.705566,-104.178673,269.224304,49.620613,-124.011711,242.068512,53.101460,-78.526222,295.218384,48.201538,,,,,,
